gen,hypervol,time
0,61813734.0518852,0.11000847816467285
1,61813734.0518852,0.23802471160888672
2,61813734.0518852,0.2781038284301758
3,61813734.0518852,0.31201958656311035
4,61813734.0518852,0.3400442600250244
5,61813734.0518852,0.31303882598876953
6,61813734.0518852,0.25100278854370117
7,61813734.0518852,0.26653075218200684
8,61813734.0518852,0.32402515411376953
9,61813734.0518852,0.27101850509643555
10,61813734.0518852,0.2515263557434082
11,61813734.0518852,0.2930276393890381
12,61813734.0518852,0.2090163230895996
13,61813734.0518852,0.31902265548706055
14,61813734.0518852,0.32404088973999023
15,61813734.0518852,0.20801401138305664
16,61813734.0518852,0.1850137710571289
17,61813734.0518852,0.3160240650177002
18,61813734.0518852,0.2085714340209961
19,61813734.0518852,0.2460184097290039
20,61813734.0518852,0.2900214195251465
21,61813734.0518852,0.29502272605895996
22,61813734.0518852,0.21301627159118652
23,61813734.0518852,0.3235740661621094
24,61813734.0518852,0.20101618766784668
25,61813734.0518852,0.26375865936279297
26,61813734.0518852,0.25252866744995117
27,61813734.0518852,0.23001623153686523
28,61813734.0518852,0.1740126609802246
29,61813734.0518852,0.30802178382873535
30,61813734.0518852,0.21701574325561523
31,61813734.0518852,0.292022705078125
32,61813734.0518852,0.19701480865478516
33,61813734.0518852,0.3010225296020508
34,61813734.0518852,0.21301651000976562
35,61813734.0518852,0.2550187110900879
36,61813734.0518852,0.23201751708984375
37,61813734.0518852,0.342024564743042
38,61813734.0518852,0.20201539993286133
39,61813734.0518852,0.27402257919311523
40,61813734.0518852,0.2330160140991211
41,61813734.0518852,0.22101736068725586
42,61813734.0518852,0.22701549530029297
43,61813734.0518852,0.22701597213745117
44,61813734.0518852,0.31302452087402344
45,61813734.0518852,0.21001744270324707
46,61813734.0518852,0.21801495552062988
47,61813734.0518852,0.22103238105773926
48,61813734.0518852,0.2850193977355957
49,61813734.0518852,0.23401832580566406
50,61813734.0518852,0.2200162410736084
51,61813734.0518852,0.2660408020019531
52,61813734.0518852,0.1939997673034668
53,61813734.0518852,0.1850287914276123
54,61813734.0518852,0.18603038787841797
55,61813734.0518852,0.2110157012939453
56,61813734.0518852,0.22700047492980957
57,61813734.0518852,0.27701902389526367
58,61813734.0518852,0.251018762588501
59,61813734.0518852,0.1810142993927002
60,61813734.0518852,0.2420196533203125
61,61813734.0518852,0.19901394844055176
62,61813734.0518852,0.21899628639221191
63,61813734.0518852,0.19701480865478516
64,61813734.0518852,0.18801331520080566
65,61813734.0518852,0.17701315879821777
66,61813734.0518852,0.19302773475646973
67,61813734.0518852,0.22303080558776855
68,61813734.0518852,0.22301506996154785
69,61813734.0518852,0.24903368949890137
70,61813734.0518852,0.14301085472106934
71,61813734.0518852,0.3065319061279297
72,61813734.0518852,0.2365267276763916
73,61813734.0518852,0.2200164794921875
74,61813734.0518852,0.34353184700012207
75,61813734.0518852,0.2220144271850586
76,61813734.0518852,0.1700282096862793
77,61813734.0518852,0.17801332473754883
78,61813734.0518852,0.3000223636627197
79,61813734.0518852,0.17101120948791504
80,61813734.0518852,0.18501591682434082
81,61813734.0518852,0.2440187931060791
82,61813734.0518852,0.23203706741333008
83,61813734.0518852,0.19001364707946777
84,61813734.0518852,0.2610034942626953
85,61813734.0518852,0.20403265953063965
86,61813734.0518852,0.20801544189453125
87,61813734.0518852,0.1830122470855713
88,61813734.0518852,0.1960146427154541
89,61813734.0518852,0.26001787185668945
90,61813734.0518852,0.23001766204833984
91,61813734.0518852,0.22801685333251953
92,61813734.0518852,0.2220172882080078
93,61813734.0518852,0.19703102111816406
94,61813734.0518852,0.25602006912231445
95,61813734.0518852,0.1830301284790039
96,61813734.0518852,0.22900128364562988
97,61813734.0518852,0.23901915550231934
98,61813734.0518852,0.2200171947479248
99,61813734.0518852,0.23601818084716797
100,61813734.0518852,0.16301178932189941
101,61813734.0518852,0.2660207748413086
102,61813734.0518852,0.20002985000610352
103,61813734.0518852,0.30402350425720215
104,61813734.0518852,0.29503750801086426
105,61813734.0518852,0.20501112937927246
106,61813734.0518852,0.20602846145629883
107,61813734.0518852,0.32402586936950684
108,61813734.0518852,0.2550194263458252
109,61813734.0518852,0.2030320167541504
110,61813734.0518852,0.2590525150299072
111,61813734.0518852,0.2510185241699219
112,61813734.0518852,0.1850299835205078
113,61813734.0518852,0.19701576232910156
114,61813734.0518852,0.22299957275390625
115,61813734.0518852,0.22499942779541016
116,61813734.0518852,0.21701550483703613
117,61813734.0518852,0.19101405143737793
118,61813734.0518852,0.20201635360717773
119,61813734.0518852,0.2660186290740967
120,61813734.0518852,0.17301297187805176
121,61813734.0518852,0.2180166244506836
122,61813734.0518852,0.1940302848815918
123,61813734.0518852,0.17501282691955566
124,61813734.0518852,0.2350177764892578
125,61813734.0518852,0.17801332473754883
126,61813734.0518852,0.17301297187805176
127,61813734.0518852,0.20799970626831055
128,61813734.0518852,0.3166353702545166
129,61813734.0518852,0.18801426887512207
130,61813734.0518852,0.1959972381591797
131,61813734.0518852,0.22601771354675293
132,61813734.0518852,0.17601823806762695
133,61813734.0518852,0.2150745391845703
134,61813734.0518852,0.18001341819763184
135,61813734.0518852,0.20801186561584473
136,61813734.0518852,0.22999954223632812
137,61813734.0518852,0.22203326225280762
138,61813734.0518852,0.305023193359375
139,61813734.0518852,0.20357346534729004
140,61813734.0518852,0.151533842086792
141,61813734.0518852,0.24700140953063965
142,61813734.0518852,0.23601818084716797
143,61813734.0518852,0.2530193328857422
144,61813734.0518852,0.1590282917022705
145,61813734.0518852,0.20301461219787598
146,61813734.0518852,0.18301153182983398
147,61813734.0518852,0.18101096153259277
148,61813734.0518852,0.15501070022583008
149,61813734.0518852,0.18903017044067383
150,61813734.0518852,0.2630183696746826
151,61813734.0518852,0.2420179843902588
152,61813734.0518852,0.362027645111084
153,61813734.0518852,0.2220001220703125
154,61813734.0518852,0.20401549339294434
155,61813734.0518852,0.2999918460845947
156,61813734.0518852,0.2310171127319336
157,61813734.0518852,0.2220160961151123
158,61813734.0518852,0.1830146312713623
159,61813734.0518852,0.27403974533081055
160,61813734.0518852,0.2070157527923584
161,61813734.0518852,0.2090146541595459
162,61813734.0518852,0.22301697731018066
163,61813734.0518852,0.2050318717956543
164,61813734.0518852,0.3260233402252197
165,61813734.0518852,0.3460252285003662
166,61813734.0518852,0.2848842144012451
167,61813734.0518852,0.2530183792114258
168,61813734.0518852,0.1980276107788086
169,61813734.0518852,0.2660198211669922
170,61813734.0518852,0.25252318382263184
171,61813734.0518852,0.1200249195098877
172,61813734.0518852,0.21399712562561035
173,61813734.0518852,0.3420255184173584
174,61813734.0518852,0.3160240650177002
175,61813734.0518852,0.24103403091430664
176,61813734.0518852,0.22301697731018066
177,61813734.0518852,0.1830129623413086
178,61813734.0518852,0.17901325225830078
179,61813734.0518852,0.2090144157409668
180,61813734.0518852,0.17801499366760254
181,61813734.0518852,0.22801685333251953
182,61813734.0518852,0.2110130786895752
183,61813734.0518852,0.2690160274505615
184,61813734.0518852,0.24202609062194824
185,61813734.0518852,0.21401524543762207
186,61813734.0518852,0.2870168685913086
187,61813734.0518852,0.2200174331665039
188,61813734.0518852,0.19001412391662598
189,61813734.0518852,0.21701264381408691
190,61813734.0518852,0.2405073642730713
191,61813734.0518852,0.279019832611084
192,61813734.0518852,0.27301955223083496
193,61813734.0518852,0.3020193576812744
194,61813734.0518852,0.2685267925262451
195,61813734.0518852,0.13200998306274414
196,61813734.0518852,0.3110218048095703
197,61813734.0518852,0.21601581573486328
198,61813734.0518852,0.19502711296081543
199,61813734.0518852,0.24801921844482422
200,61813734.0518852,0.16901206970214844
201,61813734.0518852,0.17701268196105957
202,61813734.0518852,0.2790038585662842
203,61813734.0518852,0.3310256004333496
204,61813734.0518852,0.24903583526611328
205,61813734.0518852,0.36402392387390137
206,61813734.0518852,0.24903464317321777
207,61813734.0518852,0.17301535606384277
208,61813734.0518852,0.20301508903503418
209,61813734.0518852,0.1960132122039795
210,61813734.0518852,0.22399687767028809
211,61813734.0518852,0.2290194034576416
212,61813734.0518852,0.20401525497436523
213,61813734.0518852,0.22402024269104004
214,61813734.0518852,0.23402070999145508
215,61813734.0518852,0.15101099014282227
216,61813734.0518852,0.27602291107177734
217,61813734.0518852,0.2130143642425537
218,61813734.0518852,0.31002330780029297
219,61813734.0518852,0.22701740264892578
220,61813734.0518852,0.3600289821624756
221,61813734.0518852,0.3640258312225342
222,61813734.0518852,0.21901750564575195
223,61813734.0518852,0.22701740264892578
224,61813734.0518852,0.26401805877685547
225,61813734.0518852,0.25401949882507324
226,61813734.0518852,0.2550194263458252
227,61813734.0518852,0.20801639556884766
228,61813734.0518852,0.2310168743133545
229,61813734.0518852,0.28002262115478516
230,61813734.0518852,0.2790191173553467
231,61813734.0518852,0.24603533744812012
232,61813734.0518852,0.22601723670959473
233,61813734.0518852,0.2410140037536621
234,61813734.0518852,0.2310009002685547
235,61813734.0518852,0.2790372371673584
236,61813734.0518852,0.18002963066101074
237,61813734.0518852,0.17501235008239746
238,61813734.0518852,0.20801615715026855
239,61813734.0518852,0.2250349521636963
240,61813734.0518852,0.26703619956970215
241,61813734.0518852,0.14502549171447754
242,61813734.0518852,0.22601652145385742
243,61813734.0518852,0.22801756858825684
244,61813734.0518852,0.24201726913452148
245,61813734.0518852,0.21101593971252441
246,61813734.0518852,0.31400632858276367
247,61813734.0518852,0.19301462173461914
248,61813734.0518852,0.2700197696685791
249,61813734.0518852,0.26703619956970215
250,61813734.0518852,0.20599818229675293
251,61813734.0518852,0.21501588821411133
252,61813734.0518852,0.19101667404174805
253,61813734.0518852,0.20401501655578613
254,61813734.0518852,0.1979997158050537
255,61813734.0518852,0.1940312385559082
256,61813734.0518852,0.15101075172424316
257,61813734.0518852,0.18001174926757812
258,61813734.0518852,0.17102932929992676
259,61813734.0518852,0.185014009475708
260,61813734.0518852,0.21700048446655273
261,61813734.0518852,0.18456244468688965
262,61813734.0518852,0.25800085067749023
263,61813734.0518852,0.260021448135376
264,61813734.0518852,0.2500193119049072
265,61813734.0518852,0.22801661491394043
266,61813734.0518852,0.27419352531433105
267,61813734.0518852,0.22501683235168457
268,61813734.0518852,0.25101447105407715
269,61813734.0518852,0.19901442527770996
270,61813734.0518852,0.17701339721679688
271,61813734.0518852,0.20101523399353027
272,61813734.0518852,0.277019739151001
273,61813734.0518852,0.18701386451721191
