gen,hypervol,time
0,59069714.2287056,0.10500884056091309
1,59069714.2287056,0.27602148056030273
2,59069714.2287056,0.28028106689453125
3,59069714.2287056,0.2870204448699951
4,59069714.2287056,0.38502955436706543
5,59069714.2287056,0.3642923831939697
6,59069714.2287056,0.25201869010925293
7,59069714.2287056,0.2940242290496826
8,59069714.2287056,0.3519115447998047
9,59069714.2287056,0.3360278606414795
10,59069714.2287056,0.24554872512817383
11,59069714.2287056,0.3017241954803467
12,59069714.2287056,0.26671433448791504
13,59069714.2287056,0.3640289306640625
14,59069714.2287056,0.3035318851470947
15,59069714.2287056,0.28403568267822266
16,59069714.2287056,0.3251614570617676
17,59069714.2287056,0.36302661895751953
18,59069714.2287056,0.21101689338684082
19,59069714.2287056,0.25055480003356934
20,59069714.2287056,0.2945394515991211
21,59069714.2287056,0.24052810668945312
22,59069714.2287056,0.24843883514404297
23,59069714.2287056,0.28302431106567383
24,59069714.2287056,0.2959110736846924
25,59069714.2287056,0.2725529670715332
26,59069714.2287056,0.25162410736083984
27,59069714.2287056,0.33602285385131836
28,59069714.2287056,0.26905179023742676
29,59069714.2287056,0.25801992416381836
30,59069714.2287056,0.22501921653747559
31,59069714.2287056,0.31052732467651367
32,59069714.2287056,0.21508550643920898
33,59069714.2287056,0.2630171775817871
34,59069714.2287056,0.2450249195098877
35,59069714.2287056,0.25197410583496094
36,59069714.2287056,0.3171577453613281
37,59069714.2287056,0.24631237983703613
38,59069714.2287056,0.2480182647705078
39,59069714.2287056,0.3160264492034912
40,59069714.2287056,0.24101805686950684
41,59069714.2287056,0.16301298141479492
42,59069714.2287056,0.39055919647216797
43,59069714.2287056,0.28348803520202637
44,59069714.2287056,0.33902549743652344
45,59069714.2287056,0.25601887702941895
46,59069714.2287056,0.25301694869995117
47,59069714.2287056,0.2330169677734375
48,59069714.2287056,0.28402090072631836
49,59069714.2287056,0.26902103424072266
50,59069714.2287056,0.19406437873840332
51,59069714.2287056,0.295640230178833
52,59069714.2287056,0.24901938438415527
53,59069714.2287056,0.40203356742858887
54,59069714.2287056,0.24352240562438965
55,59069714.2287056,0.3423492908477783
56,59069714.2287056,0.15963315963745117
57,59069714.2287056,0.21901607513427734
58,59069714.2287056,0.28902220726013184
59,59069714.2287056,0.2570178508758545
60,59069714.2287056,0.268021821975708
